"Aou","stateroute","occ","presence","latitude","longitude","pred_gam_occ","pres_2016","rescale"
3160,64027,0,0,46.4129929,-96.7567323,0.327455529525832,0,1
3160,64113,0,0,48.717625,-97.316075,0.297654894572809,1,1
3160,64127,0,0,46.42754,-96.75673,0.327504362419599,1,1
3160,66017,0,0,41.4687714,-81.0750897,0.296129467108965,1,1
3160,66022,0,0,41.3710349,-80.9900079,0.298923496002161,1,1
3160,66043,0,0,39.9930387,-82.0294509,0.306072673223691,1,1
3160,66046,0,0,40.6059796,-81.1683844,0.298232403808851,1,1
3160,66048,0,0,40.2459467,-81.5000079,0.309085067407932,0,1
3160,66049,0,0,40.1062833,-81.8999167,0.314116256649223,1,1
3160,66050,0,0,40.1033447,-81.4172439,0.306477152293951,0,1
3160,66051,0,0,40.0700447,-81.8823399,0.312460155475691,0,1
3160,66056,0,0,40.2788528,-80.7678799,0.303597347662743,1,1
3160,66072,0,0,39.1991097,-82.6751939,0.307168176937313,1,1
3160,66073,0,0,39.3166637,-82.1680389,0.319079182687902,1,1
3160,66074,0,0,39.1527143,-82.9107789,0.303078255479672,1,1
3160,66076,0,0,39.2309737,-82.2853793,0.309175613268049,1,1
3160,66081,0,0,39.5671857,-81.5807429,0.300396097234868,0,1
3160,66082,0,0,39.2701767,-81.8827139,0.292963810465026,1,1
3160,66083,0,0,39.8938347,-81.6718899,0.309725788449455,1,1
3160,66148,0,0,40.3076787,-81.5841149,0.310585366281052,1,1
3160,66150,0,0,40.1037173,-81.4172305,0.306477152293951,1,1
